"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","new","total"
"Fall","2011","Aug","2","No","Sunday","No","Bad",22.08,22.0028,89,15.0013,13,49,62
"Fall","2011","Aug","3","No","Sunday","No","Fair",22.08,20.9996,94,16.9979,5,22,27
"Fall","2011","Aug","4","No","Sunday","No","Bad",22.08,20.9996,94,12.998,1,2,3
"Fall","2011","Aug","5","No","Sunday","No","Fair",22.08,20.9996,94,11.0014,1,9,10
"Fall","2011","Aug","6","No","Sunday","No","Fair",22.08,20.9996,94,7.0015,2,4,6
"Fall","2011","Aug","7","No","Sunday","No","Fair",23.02,22.9994,89,12.998,4,20,24
"Fall","2011","Aug","8","No","Sunday","No","Fair",23.02,22.9994,89,19.0012,20,21,41
"Fall","2011","Aug","9","No","Sunday","No","Bad",23.02,22.9994,89,19.0012,27,76,103
"Fall","2011","Aug","10","No","Sunday","No","Good",24.9,28.0022,79,15.0013,67,116,183
"Fall","2011","Aug","11","No","Sunday","No","Good",24.9,28.0022,79,12.998,81,117,198
"Fall","2011","Aug","12","No","Sunday","No","Fair",24.9,28.0022,79,15.0013,98,183,281
"Fall","2011","Aug","13","No","Sunday","No","Good",25.84,30.002,74,16.9979,144,233,377
"Fall","2011","Aug","14","No","Sunday","No","Good",26.78,30.002,70,12.998,126,244,370
"Fall","2011","Aug","15","No","Sunday","No","Good",26.78,30.002,66,12.998,128,203,331
"Fall","2011","Aug","16","No","Sunday","No","Good",26.78,30.002,66,11.0014,116,176,292
"Fall","2011","Aug","17","No","Sunday","No","Good",27.72,30.9986,62,8.9981,133,196,329
"Fall","2011","Aug","18","No","Sunday","No","Good",26.78,30.002,66,11.0014,125,222,347
"Fall","2011","Aug","19","No","Sunday","No","Good",25.84,30.002,74,15.0013,75,184,259
"Fall","2011","Aug","20","No","Sunday","No","Good",24.9,28.0022,84,11.0014,67,126,193
"Fall","2011","Aug","21","No","Sunday","No","Bad",20.2,20.003,88,32.9975,51,104,155
"Fall","2011","Aug","22","No","Sunday","No","Bad",20.2,20.003,88,32.9975,14,25,39
"Fall","2011","Aug","23","No","Sunday","No","Bad",20.2,20.9996,83,0,5,22,27
"Fall","2011","Aug","0","No","Monday","Yes","Bad",20.2,20.003,88,6.0032,7,18,25
"Fall","2011","Aug","1","No","Monday","Yes","Fair",20.2,20.003,88,8.9981,1,9,10
"Fall","2011","Aug","2","No","Monday","Yes","Fair",20.2,20.9996,83,0,0,3,3
"Fall","2011","Aug","3","No","Monday","Yes","Good",20.2,20.9996,83,12.998,1,6,7
"Fall","2011","Aug","4","No","Monday","Yes","Good",20.2,20.9996,83,8.9981,1,4,5
"Fall","2011","Aug","5","No","Monday","Yes","Fair",20.2,20.003,88,12.998,3,14,17
"Fall","2011","Aug","6","No","Monday","Yes","Good",20.2,20.003,88,16.9979,3,87,90
"Fall","2011","Aug","7","No","Monday","Yes","Good",20.2,20.003,88,16.9979,10,248,258
"Fall","2011","Aug","8","No","Monday","Yes","Good",22.08,22.9994,78,22.0028,29,326,355
"Fall","2011","Aug","9","No","Monday","Yes","Good",22.08,22.9994,78,22.0028,52,170,222
"Fall","2011","Aug","10","No","Monday","Yes","Good",23.96,26.0024,69,19.0012,54,87,141
"Fall","2011","Aug","11","No","Monday","Yes","Fair",25.84,28.9988,62,16.9979,41,112,153
"Fall","2011","Aug","12","No","Monday","Yes","Good",26.78,28.9988,58,19.0012,62,116,178
"Fall","2011","Aug","13","No","Monday","Yes","Good",28.66,30.9986,52,19.0012,53,140,193
"Fall","2011","Aug","14","No","Monday","Yes","Good",26.78,28.9988,55,6.0032,56,95,151
"Fall","2011","Aug","15","No","Monday","Yes","Bad",26.78,28.9988,55,19.9995,49,133,182
"Fall","2011","Aug","16","No","Monday","Yes","Good",26.78,28.9988,55,22.0028,58,225,283
"Fall","2011","Aug","17","No","Monday","Yes","Good",26.78,28.0022,51,19.0012,59,471,530
"Fall","2011","Aug","18","No","Monday","Yes","Good",24.9,26.999,65,12.998,70,413,483
"Fall","2011","Aug","19","No","Monday","Yes","Good",24.9,26.999,65,0,54,343,397
"Fall","2011","Aug","20","No","Monday","Yes","Good",23.02,24.9992,74,8.9981,45,240,285
"Fall","2011","Aug","21","No","Monday","Yes","Good",23.02,24.9992,65,12.998,34,150,184
"Fall","2011","Aug","22","No","Monday","Yes","Good",23.02,24.9992,69,16.9979,22,76,98
"Fall","2011","Aug","23","No","Monday","Yes","Good",22.08,24.0026,69,15.0013,11,77,88
"Fall","2011","Aug","0","No","Tuesday","Yes","Good",22.08,24.0026,69,7.0015,8,23,31
"Fall","2011","Aug","1","No","Tuesday","Yes","Good",22.08,24.0026,69,11.0014,4,12,16
"Fall","2011","Aug","2","No","Tuesday","Yes","Good",21.14,22.9994,73,15.0013,1,3,4
"Fall","2011","Aug","3","No","Tuesday","Yes","Good",21.14,22.9994,73,15.0013,1,5,6
"Fall","2011","Aug","4","No","Tuesday","Yes","Good",22.08,24.0026,69,19.9995,0,5,5
"Fall","2011","Aug","5","No","Tuesday","Yes","Good",21.14,22.9994,73,19.0012,1,29,30
"Fall","2011","Aug","6","No","Tuesday","Yes","Good",21.14,22.9994,73,22.0028,4,115,119
"Fall","2011","Aug","7","No","Tuesday","Yes","Good",22.08,24.0026,69,16.9979,18,328,346
"Fall","2011","Aug","8","No","Tuesday","Yes","Good",24.9,26.999,58,30.0026,24,417,441
"Fall","2011","Aug","9","No","Tuesday","Yes","Good",23.96,26.0024,61,19.0012,27,171,198
"Fall","2011","Aug","10","No","Tuesday","Yes","Good",24.9,26.999,58,26.0027,28,83,111
"Fall","2011","Aug","11","No","Tuesday","Yes","Good",26.78,28.0022,51,15.0013,40,110,150
"Fall","2011","Aug","12","No","Tuesday","Yes","Good",27.72,28.9988,48,22.0028,42,120,162
"Fall","2011","Aug","13","No","Tuesday","Yes","Good",27.72,28.9988,48,19.9995,45,147,192
"Fall","2011","Aug","14","No","Tuesday","Yes","Good",27.72,28.9988,45,27.9993,65,117,182
"Fall","2011","Aug","15","No","Tuesday","Yes","Good",29.6,30.9986,41,19.9995,36,123,159
"Fall","2011","Aug","16","No","Tuesday","Yes","Good",29.6,30.9986,41,15.0013,55,248,303
"Fall","2011","Aug","17","No","Tuesday","Yes","Good",27.72,28.9988,45,22.0028,75,525,600
"Fall","2011","Aug","18","No","Tuesday","Yes","Good",27.72,28.9988,45,15.0013,54,516,570
"Fall","2011","Aug","19","No","Tuesday","Yes","Good",26.78,28.0022,48,12.998,56,320,376
"Fall","2011","Aug","20","No","Tuesday","Yes","Good",26.78,28.0022,51,0,48,232,280
"Fall","2011","Aug","21","No","Tuesday","Yes","Good",25.84,28.0022,54,0,38,177,215
"Fall","2011","Aug","22","No","Tuesday","Yes","Good",24.9,26.999,61,0,31,121,152
"Fall","2011","Aug","23","No","Tuesday","Yes","Good",23.02,24.9992,65,8.9981,20,57,77
"Fall","2011","Aug","0","No","Wednesday","Yes","Good",23.02,24.9992,69,6.0032,8,16,24
"Fall","2011","Aug","1","No","Wednesday","Yes","Good",22.08,24.0026,73,11.0014,2,12,14
"Fall","2011","Aug","2","No","Wednesday","Yes","Good",23.02,24.9992,69,0,0,6,6
"Fall","2011","Aug","3","No","Wednesday","Yes","Good",22.08,22.9994,78,0,1,4,5
"Fall","2011","Aug","4","No","Wednesday","Yes","Good",22.08,24.0026,73,0,0,5,5
"Fall","2011","Aug","5","No","Wednesday","Yes","Good",22.08,24.0026,73,0,0,28,28
"Fall","2011","Aug","6","No","Wednesday","Yes","Good",21.14,22.9994,78,0,4,101,105
"Fall","2011","Aug","7","No","Wednesday","Yes","Good",23.02,24.9992,65,6.0032,12,296,308
"Fall","2011","Aug","8","No","Wednesday","Yes","Good",24.9,26.999,54,11.0014,35,452,487
"Fall","2011","Aug","9","No","Wednesday","Yes","Good",26.78,28.0022,48,6.0032,31,178,209
"Fall","2011","Aug","10","No","Wednesday","Yes","Good",27.72,28.9988,43,6.0032,27,91,118
"Fall","2011","Aug","11","No","Wednesday","Yes","Good",28.66,30.002,43,7.0015,20,108,128
"Fall","2011","Aug","12","No","Wednesday","Yes","Good",29.6,32.0018,43,19.0012,26,163,189
"Fall","2011","Aug","13","No","Wednesday","Yes","Good",29.6,30.9986,41,12.998,38,138,176
"Fall","2011","Aug","14","No","Wednesday","Yes","Good",30.54,32.0018,36,11.0014,54,138,192
"Fall","2011","Aug","15","No","Wednesday","Yes","Good",29.6,32.0018,43,8.9981,42,117,159
"Fall","2011","Aug","16","No","Wednesday","Yes","Good",30.54,32.9984,43,15.0013,62,238,300
"Fall","2011","Aug","17","No","Wednesday","Yes","Good",29.6,32.9984,49,15.0013,46,506,552
"Fall","2011","Aug","18","No","Wednesday","Yes","Good",27.72,30.002,55,16.9979,86,470,556
"Fall","2011","Aug","19","No","Wednesday","Yes","Good",27.72,30.002,55,15.0013,50,297,347
"Fall","2011","Aug","20","No","Wednesday","Yes","Good",26.78,28.9988,58,16.9979,37,243,280
"Fall","2011","Aug","21","No","Wednesday","Yes","Good",25.84,28.9988,62,15.0013,38,192,230
"Fall","2011","Aug","22","No","Wednesday","Yes","Good",24.9,26.999,65,12.998,29,142,171
"Fall","2011","Aug","23","No","Wednesday","Yes","Good",24.9,26.999,65,19.0012,20,85,105
"Fall","2011","Aug","0","No","Thursday","Yes","Good",23.96,26.0024,65,8.9981,18,38,56
"Fall","2011","Aug","1","No","Thursday","Yes","Fair",23.02,24.9992,65,11.0014,13,11,24
"Fall","2011","Aug","2","No","Thursday","Yes","Good",23.02,24.9992,65,15.0013,2,4,6
"Fall","2011","Aug","3","No","Thursday","Yes","Good",23.02,24.9992,69,19.0012,0,6,6
"Fall","2011","Aug","4","No","Thursday","Yes","Good",22.08,24.0026,73,15.0013,0,9,9
"Fall","2011","Aug","5","No","Thursday","Yes","Good",22.08,22.9994,78,19.0012,0,27,27
"Fall","2011","Aug","6","No","Thursday","Yes","Fair",22.08,22.9994,78,16.9979,6,97,103
"Fall","2011","Aug","7","No","Thursday","Yes","Good",22.08,22.9994,78,19.9995,19,289,308
"Fall","2011","Aug","8","No","Thursday","Yes","Good",23.02,24.9992,74,19.0012,27,393,420
"Fall","2011","Aug","9","No","Thursday","Yes","Good",25.84,28.9988,66,16.9979,42,186,228
"Fall","2011","Aug","10","No","Thursday","Yes","Good",26.78,30.002,66,16.9979,37,92,129
"Fall","2011","Aug","11","No","Thursday","Yes","Good",27.72,30.9986,58,16.9979,44,97,141
"Fall","2011","Aug","12","No","Thursday","Yes","Good",29.6,32.9984,52,19.0012,34,139,173
"Fall","2011","Aug","13","No","Thursday","Yes","Good",29.6,32.9984,52,23.9994,33,154,187
"Fall","2011","Aug","14","No","Thursday","Yes","Good",30.54,34.0016,46,22.0028,67,115,182
"Fall","2011","Aug","15","No","Thursday","Yes","Good",29.6,32.0018,46,23.9994,56,118,174
"Fall","2011","Aug","16","No","Thursday","Yes","Good",29.6,32.0018,46,23.9994,49,196,245
"Fall","2011","Aug","17","No","Thursday","Yes","Bad",29.6,32.0018,46,19.9995,44,365,409
"Fall","2011","Aug","18","No","Thursday","Yes","Bad",27.72,30.002,55,16.9979,48,226,274
"Fall","2011","Aug","19","No","Thursday","Yes","Good",23.02,24.0026,83,7.0015,26,115,141
"Fall","2011","Aug","20","No","Thursday","Yes","Good",23.02,24.0026,83,7.0015,24,141,165
"Fall","2011","Aug","21","No","Thursday","Yes","Fair",23.96,26.0024,79,0,12,137,149
"Fall","2011","Aug","22","No","Thursday","Yes","Fair",24.9,28.0022,74,7.0015,18,117,135
"Fall","2011","Aug","23","No","Thursday","Yes","Fair",24.9,28.0022,74,8.9981,20,94,114
"Fall","2011","Aug","0","No","Friday","Yes","Bad",23.96,26.0024,69,12.998,9,53,62
"Fall","2011","Aug","1","No","Friday","Yes","Bad",22.08,22.0028,89,0,1,19,20
"Fall","2011","Aug","2","No","Friday","Yes","Bad",22.08,22.0028,83,0,0,8,8
"Fall","2011","Aug","3","No","Friday","Yes","Good",22.08,22.9994,78,0,2,1,3
"Fall","2011","Aug","4","No","Friday","Yes","Good",22.08,22.0028,83,0,1,7,8
"Fall","2011","Aug","5","No","Friday","Yes","Good",22.08,22.0028,83,0,1,16,17
"Fall","2011","Aug","6","No","Friday","Yes","Good",22.08,22.0028,83,0,2,91,93
"Fall","2011","Aug","7","No","Friday","Yes","Fair",23.02,24.0026,83,6.0032,12,251,263
"Fall","2011","Aug","8","No","Friday","Yes","Fair",23.02,24.0026,83,0,30,368,398
"Fall","2011","Aug","9","No","Friday","Yes","Good",24.9,26.999,65,8.9981,31,187,218
"Fall","2011","Aug","10","No","Friday","Yes","Good",25.84,28.9988,62,6.0032,57,108,165
"Fall","2011","Aug","11","No","Friday","Yes","Fair",25.84,28.9988,66,6.0032,45,120,165
"Fall","2011","Aug","12","No","Friday","Yes","Fair",26.78,28.9988,62,6.0032,54,168,222
"Fall","2011","Aug","13","No","Friday","Yes","Fair",27.72,30.9986,62,12.998,63,169,232
"Fall","2011","Aug","14","No","Friday","Yes","Good",28.66,32.0018,55,12.998,78,142,220
"Fall","2011","Aug","15","No","Friday","Yes","Good",29.6,32.9984,49,7.0015,66,156,222
"Fall","2011","Aug","16","No","Friday","Yes","Good",29.6,32.9984,49,0,66,261,327
"Fall","2011","Aug","17","No","Friday","Yes","Good",27.72,30.9986,58,35.0008,85,442,527
"Fall","2011","Aug","18","No","Friday","Yes","Good",27.72,30.9986,58,35.0008,88,337,425
"Fall","2011","Aug","19","No","Friday","Yes","Bad",21.14,22.9994,73,31.0009,33,132,165
"Fall","2011","Aug","20","No","Friday","Yes","Bad",21.14,22.0028,83,19.9995,12,46,58
"Fall","2011","Aug","21","No","Friday","Yes","Good",21.14,22.0028,83,8.9981,18,89,107
"Fall","2011","Aug","22","No","Friday","Yes","Good",20.2,20.003,88,8.9981,25,97,122
"Fall","2011","Aug","23","No","Friday","Yes","Fair",20.2,20.003,88,6.0032,18,88,106
"Fall","2011","Aug","0","No","Saturday","No","Good",20.2,20.003,88,0,21,107,128
"Fall","2011","Aug","1","No","Saturday","No","Good",21.14,22.0028,83,0,12,35,47
"Fall","2011","Aug","2","No","Saturday","No","Good",21.14,22.9994,78,0,10,59,69
"Fall","2011","Aug","3","No","Saturday","No","Good",21.14,22.9994,78,0,9,42,51
"Fall","2011","Aug","4","No","Saturday","No","Fair",20.2,20.003,88,0,1,6,7
"Fall","2011","Aug","5","No","Saturday","No","Good",20.2,20.9996,83,0,0,8,8
"Fall","2011","Aug","6","No","Saturday","No","Fair",20.2,20.9996,83,8.9981,6,18,24
"Fall","2011","Aug","7","No","Saturday","No","Good",21.14,22.0028,83,0,8,36,44
"Fall","2011","Aug","8","No","Saturday","No","Good",23.02,24.9992,69,0,27,106,133
"Fall","2011","Aug","9","No","Saturday","No","Good",24.9,26.999,65,0,51,139,190
"Fall","2011","Aug","10","No","Saturday","No","Good",25.84,28.9988,62,7.0015,114,192,306
"Fall","2011","Aug","11","No","Saturday","No","Good",25.84,28.0022,58,0,115,223,338
"Fall","2011","Aug","12","No","Saturday","No","Good",26.78,28.9988,58,8.9981,156,253,409
"Fall","2011","Aug","13","No","Saturday","No","Good",27.72,30.002,55,8.9981,158,220,378
"Fall","2011","Aug","14","No","Saturday","No","Good",29.6,32.9984,49,12.998,147,228,375
"Fall","2011","Aug","15","No","Saturday","No","Good",29.6,32.0018,43,12.998,175,215,390
"Fall","2011","Aug","16","No","Saturday","No","Good",29.6,32.0018,46,12.998,151,222,373
"Fall","2011","Aug","17","No","Saturday","No","Good",29.6,32.9984,49,12.998,180,203,383
"Fall","2011","Aug","18","No","Saturday","No","Good",27.72,30.9986,58,16.9979,169,225,394
"Fall","2011","Aug","19","No","Saturday","No","Good",26.78,28.9988,62,12.998,109,182,291
"Fall","2011","Aug","20","No","Saturday","No","Good",26.78,28.9988,62,15.0013,78,170,248
"Fall","2011","Aug","21","No","Saturday","No","Good",25.84,28.9988,70,15.0013,81,144,225
"Fall","2011","Aug","22","No","Saturday","No","Fair",24.9,28.0022,74,12.998,77,146,223
"Fall","2011","Aug","23","No","Saturday","No","Good",24.9,28.0022,74,8.9981,59,98,157
"Fall","2011","Aug","0","No","Sunday","No","Good",24.9,28.0022,74,12.998,6,68,74
"Fall","2011","Aug","1","No","Sunday","No","Good",23.96,26.0024,79,15.0013,17,69,86
"Fall","2011","Aug","2","No","Sunday","No","Good",23.96,26.0024,79,12.998,13,51,64
"Fall","2011","Aug","3","No","Sunday","No","Good",23.02,24.0026,83,15.0013,25,26,51
"Fall","2011","Aug","4","No","Sunday","No","Good",23.96,26.0024,83,15.0013,1,5,6
"Fall","2011","Aug","5","No","Sunday","No","Good",23.02,22.9994,89,19.9995,0,8,8
"Fall","2011","Aug","6","No","Sunday","No","Good",23.02,22.9994,89,19.0012,4,10,14
"Fall","2011","Aug","7","No","Sunday","No","Good",23.96,26.0024,83,19.9995,12,19,31
"Fall","2011","Aug","8","No","Sunday","No","Good",24.9,28.0022,79,15.0013,30,62,92
"Fall","2011","Aug","9","No","Sunday","No","Good",25.84,30.002,74,15.0013,80,151,231
"Fall","2011","Aug","10","No","Sunday","No","Good",26.78,30.9986,74,16.9979,97,177,274
"Fall","2011","Aug","11","No","Sunday","No","Good",29.6,36.0014,63,19.0012,132,181,313
"Fall","2011","Aug","12","No","Sunday","No","Good",30.54,36.998,59,19.0012,135,239,374
"Fall","2011","Aug","13","No","Sunday","No","Good",29.6,34.9982,59,27.9993,94,216,310
"Fall","2011","Aug","14","No","Sunday","No","Bad",24.9,28.0022,79,26.0027,78,157,235
"Fall","2011","Aug","15","No","Sunday","No","Good",24.9,28.0022,84,19.0012,17,51,68
"Fall","2011","Aug","16","No","Sunday","No","Good",25.84,30.002,79,11.0014,97,161,258
"Fall","2011","Aug","17","No","Sunday","No","Good",25.84,30.002,79,8.9981,91,179,270
"Fall","2011","Aug","18","No","Sunday","No","Good",25.84,30.002,79,16.9979,96,215,311
"Fall","2011","Aug","19","No","Sunday","No","Good",25.84,28.9988,70,16.9979,81,201,282
"Fall","2011","Aug","20","No","Sunday","No","Good",24.9,28.0022,79,16.9979,41,140,181
"Fall","2011","Aug","21","No","Sunday","No","Good",24.9,28.0022,79,16.9979,45,93,138
"Fall","2011","Aug","22","No","Sunday","No","Fair",24.9,28.0022,79,12.998,37,97,134
"Fall","2011","Aug","23","No","Sunday","No","Good",24.9,28.0022,74,11.0014,20,48,68
"Fall","2011","Aug","0","No","Monday","Yes","Good",23.96,26.0024,79,11.0014,18,22,40
"Fall","2011","Aug","1","No","Monday","Yes","Good",23.96,26.0024,79,6.0032,8,13,21
"Fall","2011","Aug","2","No","Monday","Yes","Fair",24.9,26.999,65,7.0015,2,6,8
"Fall","2011","Aug","3","No","Monday","Yes","Bad",24.9,26.999,65,8.9981,0,5,5
"Fall","2011","Aug","4","No","Monday","Yes","Good",23.96,26.0024,65,12.998,2,10,12
"Fall","2011","Aug","5","No","Monday","Yes","Good",23.02,24.9992,65,23.9994,1,23,24
"Fall","2011","Aug","6","No","Monday","Yes","Good",23.02,24.9992,61,19.9995,6,106,112
"Fall","2011","Aug","7","No","Monday","Yes","Good",23.02,24.9992,61,22.0028,11,270,281
"Fall","2011","Aug","8","No","Monday","Yes","Good",23.02,24.9992,61,22.0028,20,331,351
"Fall","2011","Aug","9","No","Monday","Yes","Good",23.96,26.0024,54,16.9979,36,151,187
"Fall","2011","Aug","10","No","Monday","Yes","Good",24.9,26.999,48,19.0012,36,85,121
"Fall","2011","Aug","11","No","Monday","Yes","Good",25.84,26.999,34,22.0028,46,85,131
"Fall","2011","Aug","12","No","Monday","Yes","Good",26.78,26.999,35,26.0027,54,153,207
"Fall","2011","Aug","13","No","Monday","Yes","Good",26.78,26.999,30,31.0009,47,158,205
"Fall","2011","Aug","14","No","Monday","Yes","Good",26.78,26.999,30,26.0027,88,137,225
"Fall","2011","Aug","15","No","Monday","Yes","Good",26.78,26.999,30,19.9995,72,127,199
"Fall","2011","Aug","16","No","Monday","Yes","Good",26.78,26.999,30,26.0027,66,254,320
"Fall","2011","Aug","17","No","Monday","Yes","Good",26.78,26.999,27,22.0028,82,509,591
"Fall","2011","Aug","18","No","Monday","Yes","Good",25.84,26.999,28,19.9995,72,537,609
"Fall","2011","Aug","19","No","Monday","Yes","Good",24.9,26.0024,30,19.0012,66,350,416
"Fall","2011","Aug","20","No","Monday","Yes","Good",23.02,24.9992,34,12.998,21,247,268
"Fall","2011","Aug","21","No","Monday","Yes","Good",22.08,24.9992,38,12.998,28,180,208
"Fall","2011","Aug","22","No","Monday","Yes","Good",22.08,24.9992,38,19.9995,32,121,153
"Fall","2011","Aug","23","No","Monday","Yes","Good",21.14,24.9992,41,16.9979,19,45,64
"Fall","2011","Aug","0","No","Tuesday","Yes","Good",20.2,24.9992,43,12.998,13,22,35
"Fall","2011","Aug","1","No","Tuesday","Yes","Good",19.26,20.003,49,12.998,6,13,19
"Fall","2011","Aug","2","No","Tuesday","Yes","Good",18.32,18.9998,52,12.998,2,4,6
"Fall","2011","Aug","3","No","Tuesday","Yes","Good",18.32,18.9998,52,19.0012,2,4,6
"Fall","2011","Aug","4","No","Tuesday","Yes","Good",17.38,18.0032,56,11.0014,0,5,5
"Fall","2011","Aug","5","No","Tuesday","Yes","Good",17.38,18.0032,56,12.998,1,35,36
"Fall","2011","Aug","6","No","Tuesday","Yes","Good",17.38,18.0032,60,12.998,3,111,114
"Fall","2011","Aug","7","No","Tuesday","Yes","Good",20.2,24.9992,49,12.998,11,333,344
"Fall","2011","Aug","8","No","Tuesday","Yes","Fair",21.14,24.9992,50,0,43,461,504
"Fall","2011","Aug","9","No","Tuesday","Yes","Fair",23.02,24.9992,44,0,34,191,225
"Fall","2011","Aug","10","No","Tuesday","Yes","Good",24.9,26.0024,37,0,56,92,148
"Fall","2011","Aug","11","No","Tuesday","Yes","Good",24.9,26.0024,34,7.0015,62,124,186
"Fall","2011","Aug","12","No","Tuesday","Yes","Good",24.9,26.0024,39,6.0032,60,177,237
"Fall","2011","Aug","13","No","Tuesday","Yes","Good",25.84,26.999,30,7.0015,70,164,234
"Fall","2011","Aug","14","No","Tuesday","Yes","Good",25.84,26.999,30,6.0032,149,502,651
"Fall","2011","Aug","15","No","Tuesday","Yes","Good",25.84,26.999,34,15.0013,178,423,601
"Fall","2011","Aug","16","No","Tuesday","Yes","Good",25.84,26.999,32,8.9981,133,311,444
"Fall","2011","Aug","17","No","Tuesday","Yes","Good",25.84,26.999,34,15.0013,133,339,472
"Fall","2011","Aug","18","No","Tuesday","Yes","Good",25.84,26.999,34,12.998,98,421,519
"Fall","2011","Aug","19","No","Tuesday","Yes","Good",23.02,24.9992,50,15.0013,70,297,367
"Fall","2011","Aug","20","No","Tuesday","Yes","Good",22.08,24.9992,53,16.9979,54,206,260
"Fall","2011","Aug","21","No","Tuesday","Yes","Good",21.14,24.9992,57,0,38,173,211
"Fall","2011","Aug","22","No","Tuesday","Yes","Good",21.14,24.9992,57,8.9981,46,145,191
"Fall","2011","Aug","23","No","Tuesday","Yes","Good",21.14,24.0026,61,8.9981,19,61,80
"Fall","2011","Aug","0","No","Wednesday","Yes","Good",21.14,24.9992,57,8.9981,9,29,38
"Fall","2011","Aug","1","No","Wednesday","Yes","Good",20.2,24.0026,60,7.0015,7,17,24
"Fall","2011","Aug","2","No","Wednesday","Yes","Good",19.26,20.003,68,8.9981,2,4,6
"Fall","2011","Aug","3","No","Wednesday","Yes","Good",19.26,20.003,68,8.9981,0,1,1
"Fall","2011","Aug","4","No","Wednesday","Yes","Good",18.32,18.9998,73,7.0015,0,7,7
"Fall","2011","Aug","5","No","Wednesday","Yes","Good",18.32,18.9998,73,7.0015,1,26,27
"Fall","2011","Aug","6","No","Wednesday","Yes","Good",18.32,18.9998,73,0,3,105,108
"Fall","2011","Aug","7","No","Wednesday","Yes","Good",20.2,24.0026,64,6.0032,11,297,308
"Fall","2011","Aug","8","No","Wednesday","Yes","Good",21.14,24.0026,69,8.9981,32,436,468
"Fall","2011","Aug","9","No","Wednesday","Yes","Good",22.08,24.0026,69,16.9979,44,169,213
"Fall","2011","Aug","10","No","Wednesday","Yes","Good",24.9,26.999,58,19.0012,51,95,146
"Fall","2011","Aug","11","No","Wednesday","Yes","Good",25.84,28.0022,54,19.9995,57,128,185
"Fall","2011","Aug","12","No","Wednesday","Yes","Good",26.78,28.9988,55,22.0028,60,175,235
"Fall","2011","Aug","13","No","Wednesday","Yes","Good",27.72,28.9988,48,27.9993,56,180,236
"Fall","2011","Aug","14","No","Wednesday","Yes","Good",27.72,28.9988,48,27.9993,77,127,204
"Fall","2011","Aug","15","No","Wednesday","Yes","Good",27.72,28.9988,48,30.0026,63,141,204
"Fall","2011","Aug","16","No","Wednesday","Yes","Good",27.72,30.002,52,27.9993,49,222,271
"Fall","2011","Aug","17","No","Wednesday","Yes","Good",27.72,30.002,52,23.9994,83,484,567
"Fall","2011","Aug","18","No","Wednesday","Yes","Good",26.78,28.9988,55,19.9995,102,519,621
"Fall","2011","Aug","19","No","Wednesday","Yes","Good",26.78,28.9988,55,19.9995,93,347,440
"Fall","2011","Aug","20","No","Wednesday","Yes","Good",25.84,28.0022,58,19.9995,45,289,334
"Fall","2011","Aug","21","No","Wednesday","Yes","Good",24.9,26.999,61,23.9994,47,189,236
"Fall","2011","Aug","22","No","Wednesday","Yes","Good",24.9,26.999,65,23.9994,41,140,181
"Fall","2011","Aug","23","No","Wednesday","Yes","Good",23.96,26.0024,69,19.9995,16,54,70
"Fall","2011","Aug","0","No","Thursday","Yes","Good",23.96,26.0024,74,19.9995,11,41,52
"Fall","2011","Aug","1","No","Thursday","Yes","Good",23.96,26.0024,69,26.0027,4,11,15
"Fall","2011","Aug","2","No","Thursday","Yes","Good",23.96,26.0024,69,26.0027,3,2,5
"Fall","2011","Aug","3","No","Thursday","Yes","Good",23.02,24.9992,74,22.0028,2,2,4
"Fall","2011","Aug","4","No","Thursday","Yes","Good",23.02,24.0026,78,26.0027,1,6,7
"Fall","2011","Aug","5","No","Thursday","Yes","Good",23.02,24.0026,83,27.9993,1,25,26
"Fall","2011","Aug","6","No","Thursday","Yes","Good",23.02,24.0026,83,22.0028,1,101,102
"Fall","2011","Aug","7","No","Thursday","Yes","Fair",23.96,26.0024,79,22.0028,17,296,313
"Fall","2011","Aug","8","No","Thursday","Yes","Fair",24.9,28.0022,74,19.9995,23,461,484
"Fall","2011","Aug","9","No","Thursday","Yes","Fair",25.84,28.9988,70,19.9995,21,141,162
"Fall","2011","Aug","10","No","Thursday","Yes","Fair",26.78,30.002,66,19.9995,37,105,142
"Fall","2011","Aug","11","No","Thursday","Yes","Bad",24.9,28.0022,79,0,39,112,151
"Fall","2011","Aug","12","No","Thursday","Yes","Bad",24.9,28.0022,79,0,9,32,41
"Fall","2011","Aug","13","No","Thursday","Yes","Good",24.9,28.0022,79,7.0015,7,30,37
"Fall","2011","Aug","14","No","Thursday","Yes","Fair",25.84,30.002,74,0,27,86,113
"Fall","2011","Aug","15","No","Thursday","Yes","Fair",26.78,30.002,70,0,28,104,132
"Fall","2011","Aug","16","No","Thursday","Yes","Good",25.84,30.9986,84,0,16,105,121
"Fall","2011","Aug","17","No","Thursday","Yes","Good",25.84,30.9986,84,0,28,284,312
"Fall","2011","Aug","18","No","Thursday","Yes","Fair",25.84,30.9986,84,8.9981,31,377,408
"Fall","2011","Aug","19","No","Thursday","Yes","Fair",23.02,24.0026,78,22.0028,31,241,272
"Fall","2011","Aug","20","No","Thursday","Yes","Good",22.08,22.9994,78,23.9994,33,192,225
"Fall","2011","Aug","21","No","Thursday","Yes","Good",22.08,22.9994,78,19.0012,29,158,187
