"mnth","hr","holiday","weekday","weathersit","temp","atemp","hum","windspeed","total"
"May","19","No","Sunday","Fair",13.62,13.997,84,7.0015,178
"May","20","No","Sunday","Fair",13.62,13.997,82,0,121
"May","21","No","Sunday","Fair",13.62,13.997,82,0,105
"May","22","No","Sunday","Fair",13.62,13.997,82,0,100
"May","23","No","Sunday","Good",13.62,13.997,77,12.998,146
"May","0","No","Monday","Good",13.62,13.997,72,8.9981,177
"May","1","No","Monday","Good",13.62,13.997,72,8.9981,114
"May","2","No","Monday","Fair",12.68,13.0004,77,15.0013,35
"May","3","No","Monday","Good",12.68,13.0004,77,8.9981,16
"May","4","No","Monday","Good",12.68,13.0004,77,11.0014,17
"May","5","No","Monday","Fair",12.68,13.0004,77,8.9981,20
"May","6","No","Monday","Good",12.68,13.0004,88,7.0015,62
"May","7","No","Monday","Fair",13.62,13.997,82,22.0028,209
"May","9","No","Monday","Fair",15.5,15.9968,77,19.0012,172
"May","10","No","Monday","Fair",17.38,18.0032,77,15.0013,108
"May","11","No","Monday","Good",19.26,20.003,73,19.9995,130
"May","12","No","Monday","Good",21.14,24.0026,69,15.0013,187
"May","13","No","Monday","Fair",21.14,24.0026,69,12.998,170
"May","14","No","Monday","Good",22.08,24.0026,69,15.0013,181
"May","15","No","Monday","Good",23.02,24.9992,61,12.998,155
"May","16","No","Monday","Good",23.02,24.9992,61,15.0013,269
"May","18","No","Monday","Fair",22.08,24.0026,65,12.998,518
"May","20","No","Monday","Fair",21.14,24.0026,69,8.9981,218
"May","21","No","Monday","Fair",20.2,22.9994,73,7.0015,232
"May","23","No","Monday","Fair",18.32,18.9998,83,12.998,64
"May","0","No","Tuesday","Fair",18.32,18.9998,83,15.0013,16
"May","1","No","Tuesday","Fair",18.32,18.9998,78,16.9979,14
"May","2","No","Tuesday","Fair",18.32,18.9998,78,16.9979,5
"May","5","No","Tuesday","Good",16.44,17,88,8.9981,14
"May","6","No","Tuesday","Fair",16.44,17,94,11.0014,109
"May","7","No","Tuesday","Fair",17.38,18.0032,88,15.0013,265
"May","9","No","Tuesday","Fair",20.2,22.0028,78,23.9994,186
"May","10","No","Tuesday","Fair",22.08,24.0026,69,23.9994,127
"May","11","No","Tuesday","Fair",23.02,24.9992,65,22.0028,140
"May","12","No","Tuesday","Fair",23.96,26.0024,61,32.9975,217
"May","13","No","Tuesday","Fair",24.9,26.999,58,40.9973,194
"May","15","No","Tuesday","Fair",24.9,26.999,58,30.0026,154
"May","16","No","Tuesday","Good",25.84,28.0022,54,31.0009,271
"May","17","No","Tuesday","Good",24.9,26.999,54,31.0009,517
"May","18","No","Tuesday","Good",24.9,26.999,48,27.9993,544
"May","19","No","Tuesday","Good",23.96,26.0024,57,23.9994,365
"May","20","No","Tuesday","Good",23.02,24.9992,61,12.998,290
"May","21","No","Tuesday","Fair",22.08,24.9992,61,30.0026,225
"May","22","No","Tuesday","Fair",19.26,20.003,60,26.0027,113
"May","23","No","Tuesday","Fair",18.32,18.9998,68,22.0028,62
"May","0","No","Wednesday","Bad",16.44,17,77,11.0014,27
"May","2","No","Wednesday","Bad",15.5,15.9968,82,19.0012,4
"May","4","No","Wednesday","Bad",9.86,9.9974,94,22.0028,3
"May","5","No","Wednesday","Bad",8.92,5.9978,87,22.0028,9
"May","6","No","Wednesday","Bad",7.98,3.998,93,26.0027,21
"May","7","No","Wednesday","Bad",7.98,3.998,93,23.9994,52
"May","9","No","Wednesday","Bad",7.98,3.998,93,23.9994,40
"May","10","No","Wednesday","Fair",7.98,5.0012,93,19.0012,31
"May","11","No","Wednesday","Good",10.8,11.0006,82,22.0028,72
"May","12","No","Wednesday","Fair",12.68,13.0004,62,23.9994,124
"May","13","No","Wednesday","Fair",13.62,13.997,59,30.0026,143
"May","14","No","Wednesday","Good",15.5,15.9968,51,26.0027,107
"May","16","No","Wednesday","Good",15.5,15.9968,45,31.0009,195
"May","17","No","Wednesday","Good",10.8,11.0006,71,16.9979,410
"May","18","No","Wednesday","Good",11.74,11.9972,67,16.9979,396
"May","21","No","Wednesday","Good",10.8,11.0006,62,11.0014,150
"May","22","No","Wednesday","Good",9.86,9.9974,62,15.0013,89
"May","0","No","Thursday","Good",8.92,7.001,66,12.998,27
"May","2","No","Thursday","Good",7.98,5.0012,66,15.0013,5
"May","3","No","Thursday","Good",7.98,5.0012,66,16.9979,4
"May","4","No","Thursday","Good",7.98,5.0012,66,16.9979,7
"May","5","No","Thursday","Good",7.98,5.0012,66,16.9979,30
"May","6","No","Thursday","Good",7.98,5.0012,66,16.9979,89
"May","7","No","Thursday","Good",9.86,9.9974,58,16.9979,271
"May","8","No","Thursday","Good",11.74,11.9972,50,16.9979,440
"May","10","No","Thursday","Good",15.5,15.9968,39,19.0012,128
"May","11","No","Thursday","Good",16.44,17,36,30.0026,148
"May","14","No","Thursday","Good",17.38,18.0032,28,30.0026,154
"May","15","No","Thursday","Good",18.32,18.9998,26,32.9975,147
"May","16","No","Thursday","Good",19.26,20.003,24,27.9993,269
"May","17","No","Thursday","Good",18.32,18.9998,26,26.0027,533
"May","18","No","Thursday","Good",18.32,18.9998,26,19.0012,520
"May","19","No","Thursday","Good",17.38,18.0032,28,15.0013,361
"May","20","No","Thursday","Good",15.5,15.9968,34,11.0014,258
"May","21","No","Thursday","Good",15.5,15.9968,36,12.998,180
"May","22","No","Thursday","Good",14.56,15.0002,39,12.998,165
"May","0","No","Friday","Good",12.68,13.0004,44,11.0014,56
"May","1","No","Friday","Good",10.8,11.0006,62,11.0014,32
"May","3","No","Friday","Good",8.92,7.9976,71,7.0015,9
"May","5","No","Friday","Good",7.98,7.001,81,7.0015,16
"May","6","No","Friday","Good",8.92,7.9976,81,6.0032,82
"May","7","No","Friday","Good",10.8,11.0006,82,0,222
"May","8","No","Friday","Good",11.74,11.9972,77,16.9979,450
"May","10","No","Friday","Fair",17.38,18.0032,49,22.0028,127
"May","11","No","Friday","Fair",17.38,18.0032,49,22.0028,165
"May","12","No","Friday","Good",18.32,18.9998,49,23.9994,246
"May","13","No","Friday","Good",19.26,20.003,40,22.0028,253
"May","14","No","Friday","Good",20.2,24.9992,40,30.0026,213
"May","15","No","Friday","Good",20.2,24.9992,38,26.0027,260
"May","16","No","Friday","Good",20.2,24.9992,40,16.9979,344
"May","17","No","Friday","Good",19.26,20.003,40,23.9994,553
"May","18","No","Friday","Bad",17.38,18.0032,52,23.9994,470
"May","20","No","Friday","Good",16.44,17,48,7.0015,190
"May","21","No","Friday","Good",14.56,15.0002,67,8.9981,152
"May","22","No","Friday","Good",13.62,13.997,72,15.0013,151
"May","23","No","Friday","Good",12.68,13.0004,82,8.9981,120
"May","1","No","Saturday","Good",11.74,11.9972,82,7.0015,58
"May","2","No","Saturday","Good",11.74,11.9972,82,6.0032,52
"May","4","No","Saturday","Good",10.8,11.0006,82,7.0015,5
"May","5","No","Saturday","Good",13.62,13.997,59,8.9981,7
"May","6","No","Saturday","Good",11.74,11.9972,77,6.0032,13
"May","7","No","Saturday","Good",14.56,15.0002,59,0,40
"May","8","No","Saturday","Good",16.44,17,52,12.998,115
"May","10","No","Saturday","Good",18.32,18.9998,49,19.9995,298
"May","11","No","Saturday","Good",18.32,18.9998,43,0,347
"May","12","No","Saturday","Good",20.2,24.9992,40,12.998,373
"May","13","No","Saturday","Good",20.2,24.9992,35,19.0012,436
"May","14","No","Saturday","Bad",20.2,24.9992,35,11.0014,378
"May","16","No","Saturday","Good",20.2,24.9992,38,12.998,342
"May","17","No","Saturday","Good",19.26,20.003,40,15.0013,354
"May","18","No","Saturday","Good",19.26,20.003,37,11.0014,289
"May","19","No","Saturday","Good",18.32,18.9998,43,12.998,267
"May","20","No","Saturday","Good",18.32,18.9998,43,8.9981,219
"May","21","No","Saturday","Good",17.38,18.0032,49,15.0013,182
"May","22","No","Saturday","Good",17.38,18.0032,49,12.998,120
"May","23","No","Saturday","Good",15.5,15.9968,59,7.0015,119
"May","0","No","Sunday","Fair",15.5,15.9968,59,7.0015,100
"May","1","No","Sunday","Fair",16.44,17,55,0,64
"May","2","No","Sunday","Good",14.56,15.0002,63,0,59
"May","3","No","Sunday","Good",13.62,13.997,72,6.0032,31
"May","4","No","Sunday","Good",11.74,11.9972,82,0,10
"May","5","No","Sunday","Fair",12.68,13.0004,77,0,5
"May","6","No","Sunday","Fair",12.68,13.0004,82,0,6
"May","8","No","Sunday","Good",16.44,17,63,8.9981,86
"May","10","No","Sunday","Good",19.26,20.003,49,8.9981,244
"May","12","No","Sunday","Good",20.2,24.9992,46,6.0032,382
"May","13","No","Sunday","Good",20.2,24.9992,49,8.9981,390
"May","14","No","Sunday","Good",20.2,24.9992,49,0,366
"May","15","No","Sunday","Good",20.2,24.9992,49,0,358
"May","16","No","Sunday","Good",20.2,24.9992,46,7.0015,385
"May","17","No","Sunday","Bad",19.26,20.003,49,19.0012,351
"May","19","No","Sunday","Good",18.32,18.9998,64,0,239
"May","20","No","Sunday","Good",16.44,17,77,8.9981,174
"May","21","No","Sunday","Good",16.44,17,77,6.0032,127
"May","22","No","Sunday","Good",15.5,15.9968,88,6.0032,115
"May","23","No","Sunday","Good",13.62,13.997,88,6.0032,50
"May","0","No","Monday","Good",13.62,13.997,82,6.0032,53
"May","1","No","Monday","Good",12.68,13.0004,88,0,33
"May","2","No","Monday","Good",12.68,13.0004,94,0,8
"May","3","No","Monday","Good",13.62,13.997,82,6.0032,7
"May","4","No","Monday","Good",11.74,11.9972,82,11.0014,4
"May","5","No","Monday","Good",11.74,11.9972,77,11.0014,23
"May","7","No","Monday","Good",14.56,15.0002,63,16.9979,237
"May","8","No","Monday","Good",16.44,17,55,15.0013,374
"May","9","No","Monday","Good",17.38,18.0032,56,11.0014,178
"May","10","No","Monday","Good",18.32,18.9998,52,12.998,119
"May","11","No","Monday","Good",20.2,24.9992,46,15.0013,125
"May","12","No","Monday","Good",20.2,24.9992,43,12.998,195
"May","13","No","Monday","Good",21.14,24.9992,38,19.0012,174
"May","14","No","Monday","Good",21.14,24.9992,41,15.0013,162
"May","15","No","Monday","Good",21.14,24.9992,41,15.0013,199
"May","17","No","Monday","Good",21.14,24.9992,38,16.9979,598
"May","18","No","Monday","Good",21.14,24.9992,38,19.9995,524
"May","19","No","Monday","Good",19.26,20.003,43,12.998,384
"May","20","No","Monday","Good",17.38,18.0032,49,12.998,239
"May","21","No","Monday","Good",16.44,17,59,8.9981,156
"May","22","No","Monday","Good",16.44,17,68,6.0032,116
"May","23","No","Monday","Good",15.5,15.9968,68,6.0032,61
"May","0","No","Tuesday","Good",14.56,15.0002,63,0,18
"May","1","No","Tuesday","Good",13.62,13.997,59,6.0032,15
"May","2","No","Tuesday","Good",12.68,13.0004,58,8.9981,5
"May","3","No","Tuesday","Good",12.68,13.0004,54,12.998,4
"May","4","No","Tuesday","Good",11.74,11.9972,62,16.9979,2
"May","5","No","Tuesday","Good",10.8,11.0006,66,15.0013,29
"May","6","No","Tuesday","Good",11.74,11.9972,67,8.9981,112
"May","8","No","Tuesday","Fair",15.5,15.9968,51,7.0015,425
"May","9","No","Tuesday","Fair",16.44,17,48,7.0015,205
"May","10","No","Tuesday","Fair",18.32,18.9998,37,6.0032,127
"May","11","No","Tuesday","Fair",18.32,18.9998,43,8.9981,125
"May","12","No","Tuesday","Fair",20.2,24.9992,38,0,217
"May","13","No","Tuesday","Fair",21.14,24.9992,38,16.9979,202
"May","14","No","Tuesday","Fair",21.14,24.9992,33,0,176
"May","15","No","Tuesday","Fair",22.08,24.9992,33,6.0032,180
"May","17","No","Tuesday","Good",22.08,24.9992,33,0,611
"May","18","No","Tuesday","Good",22.08,24.9992,29,8.9981,550
"May","20","No","Tuesday","Good",17.38,18.0032,60,8.9981,291
"May","21","No","Tuesday","Good",17.38,18.0032,52,0,203
"May","23","No","Tuesday","Fair",16.44,17,59,8.9981,81
"May","0","No","Wednesday","Fair",16.44,17,55,8.9981,38
"May","2","No","Wednesday","Good",16.44,17,59,0,10
"May","6","No","Wednesday","Good",13.62,13.997,82,8.9981,99
"May","7","No","Wednesday","Good",14.56,15.0002,72,12.998,318
"May","8","No","Wednesday","Good",14.56,15.0002,77,16.9979,442
"May","9","No","Wednesday","Good",16.44,17,72,8.9981,203
"May","10","No","Wednesday","Good",17.38,18.0032,68,6.0032,154
"May","11","No","Wednesday","Good",18.32,18.9998,64,6.0032,141
"May","13","No","Wednesday","Good",21.14,24.9992,50,0,193
"May","14","No","Wednesday","Good",21.14,24.9992,53,6.0032,177
"May","15","No","Wednesday","Good",22.08,24.9992,41,0,179
"May","17","No","Wednesday","Good",22.08,24.9992,47,7.0015,259
"May","18","No","Wednesday","Good",21.14,24.9992,50,19.9995,274
"May","19","No","Wednesday","Good",18.32,18.9998,52,8.9981,401
"May","20","No","Wednesday","Good",17.38,18.0032,64,8.9981,273
"May","21","No","Wednesday","Good",17.38,18.0032,60,0,234
"May","22","No","Wednesday","Good",15.5,15.9968,72,16.9979,146
"May","23","No","Wednesday","Good",13.62,13.997,88,16.9979,81
"May","0","No","Thursday","Fair",13.62,13.997,88,15.0013,44
"May","1","No","Thursday","Good",13.62,13.997,88,15.0013,17
"May","2","No","Thursday","Good",12.68,13.0004,94,12.998,15
"May","3","No","Thursday","Good",12.68,13.0004,88,8.9981,5
"May","4","No","Thursday","Good",11.74,11.9972,94,0,6
"May","5","No","Thursday","Good",11.74,11.9972,94,8.9981,29
"May","6","No","Thursday","Good",12.68,13.0004,88,0,112
"May","7","No","Thursday","Good",13.62,13.997,88,8.9981,297
"May","9","No","Thursday","Fair",15.5,15.9968,77,19.0012,212
"May","10","No","Thursday","Fair",17.38,18.0032,68,15.0013,147
"May","11","No","Thursday","Good",19.26,20.003,60,15.0013,179
"May","12","No","Thursday","Good",19.26,20.003,60,15.0013,207
"May","14","No","Thursday","Fair",21.14,24.0026,61,15.0013,191
"May","15","No","Thursday","Fair",22.08,24.9992,53,16.9979,217
"May","16","No","Thursday","Fair",22.08,24.9992,57,16.9979,288
"May","17","No","Thursday","Fair",22.08,24.9992,57,12.998,594
"May","18","No","Thursday","Good",21.14,24.0026,69,15.0013,527
"May","19","No","Thursday","Fair",20.2,24.0026,64,12.998,364
"May","20","No","Thursday","Good",20.2,24.0026,64,12.998,276
"May","21","No","Thursday","Good",18.32,18.9998,83,8.9981,223
"May","22","No","Thursday","Good",17.38,18.0032,83,12.998,172
"May","23","No","Thursday","Fair",17.38,18.0032,77,12.998,103
"May","0","No","Friday","Fair",16.44,17,83,11.0014,52
"May","1","No","Friday","Good",16.44,17,83,11.0014,20
"May","2","No","Friday","Fair",15.5,15.9968,88,8.9981,11
"May","3","No","Friday","Fair",15.5,15.9968,88,8.9981,4
"May","4","No","Friday","Bad",15.5,15.9968,88,11.0014,5
"May","5","No","Friday","Fair",15.5,15.9968,88,12.998,25
"May","6","No","Friday","Bad",15.5,15.9968,88,8.9981,82
"May","7","No","Friday","Bad",15.5,15.9968,88,11.0014,157
"May","9","No","Friday","Fair",15.5,15.9968,88,12.998,233
"May","10","No","Friday","Fair",16.44,17,83,8.9981,130
"May","12","No","Friday","Fair",16.44,17,88,12.998,223
"May","13","No","Friday","Fair",16.44,17,88,26.0027,226
"May","15","No","Friday","Fair",16.44,17,88,11.0014,198
"May","16","No","Friday","Fair",16.44,17,88,8.9981,300
"May","17","No","Friday","Bad",16.44,17,88,11.0014,491
"May","18","No","Friday","Bad",16.44,17,88,11.0014,398
"May","19","No","Friday","Fair",16.44,17,83,12.998,270
"May","20","No","Friday","Fair",16.44,17,83,8.9981,152
"May","22","No","Friday","Fair",16.44,17,83,15.0013,132
"May","0","No","Saturday","Fair",15.5,15.9968,88,8.9981,102
"May","1","No","Saturday","Fair",15.5,15.9968,88,8.9981,82
"May","2","No","Saturday","Fair",15.5,15.9968,88,8.9981,52
"May","4","No","Saturday","Fair",15.5,15.9968,82,11.0014,5
"May","5","No","Saturday","Fair",15.5,15.9968,82,7.0015,14
"May","6","No","Saturday","Fair",15.5,15.9968,88,7.0015,11
"May","7","No","Saturday","Bad",14.56,15.0002,100,0,32
"May","8","No","Saturday","Bad",15.5,15.9968,94,0,88
"May","9","No","Saturday","Fair",16.44,17,94,6.0032,100
"May","10","No","Saturday","Fair",16.44,17,94,11.0014,167
"May","11","No","Saturday","Fair",16.44,17,94,8.9981,279
"May","12","No","Saturday","Bad",16.44,17,100,6.0032,279
"May","13","No","Saturday","Bad",16.44,17,100,6.0032,248
"May","14","No","Saturday","Fair",17.38,18.0032,94,8.9981,216
"May","15","No","Saturday","Fair",17.38,18.0032,94,11.0014,294
"May","16","No","Saturday","Fair",17.38,18.0032,94,12.998,295
"May","17","No","Saturday","Fair",18.32,18.9998,88,12.998,272
"May","19","No","Saturday","Bad",17.38,18.0032,94,8.9981,248
"May","20","No","Saturday","Bad",17.38,18.0032,94,8.9981,157
"May","21","No","Saturday","Bad",17.38,18.0032,94,15.0013,59
"May","0","No","Sunday","Fair",16.44,17,100,0,39
"May","2","No","Sunday","Fair",16.44,17,100,8.9981,50
"May","3","No","Sunday","Fair",16.44,17,100,0,32
"May","4","No","Sunday","Fair",16.44,17,100,0,13
"May","5","No","Sunday","Bad",16.44,17,100,7.0015,14
"May","6","No","Sunday","Fair",16.44,17,100,8.9981,17
"May","7","No","Sunday","Fair",16.44,17,100,8.9981,42
"May","8","No","Sunday","Fair",17.38,18.0032,94,8.9981,70
"May","9","No","Sunday","Good",19.26,20.003,83,16.9979,134
"May","10","No","Sunday","Good",19.26,20.003,83,15.0013,226
"May","11","No","Sunday","Good",20.2,22.0028,78,15.0013,322
"May","12","No","Sunday","Good",21.14,22.9994,73,19.9995,367
"May","15","No","Sunday","Good",23.02,24.9992,69,16.9979,459
"May","16","No","Sunday","Good",22.08,24.0026,69,16.9979,440
"May","18","No","Sunday","Good",18.32,18.9998,78,16.9979,237
"May","19","No","Sunday","Good",18.32,18.9998,83,7.0015,231
"May","20","No","Sunday","Good",17.38,18.0032,88,0,191
"May","21","No","Sunday","Good",17.38,18.0032,88,0,151
"May","22","No","Sunday","Good",18.32,18.9998,83,0,117
"May","23","No","Sunday","Good",17.38,18.0032,88,15.0013,69
"May","0","No","Monday","Good",16.44,17,94,7.0015,38
"May","1","No","Monday","Good",16.44,17,94,8.9981,14
"May","3","No","Monday","Good",15.5,15.9968,94,11.0014,4
"May","4","No","Monday","Good",15.5,15.9968,100,8.9981,6
"May","5","No","Monday","Good",15.5,15.9968,93,12.998,21
"May","7","No","Monday","Good",16.44,17,83,19.0012,272
"May","8","No","Monday","Good",18.32,18.9998,73,19.9995,394
"May","9","No","Monday","Good",20.2,22.9994,69,12.998,194
"May","10","No","Monday","Good",21.14,24.0026,65,6.0032,112
"May","11","No","Monday","Good",22.08,24.9992,57,0,185
"May","12","No","Monday","Good",23.02,24.9992,54,6.0032,209
"May","13","No","Monday","Good",23.96,26.0024,51,0,214
"May","14","No","Monday","Good",23.96,26.0024,51,0,193
"May","15","No","Monday","Good",25.84,28.0022,51,0,165
"May","16","No","Monday","Bad",20.2,22.0028,78,16.9979,226
"May","18","No","Monday","Bad",19.26,20.003,83,12.998,453
"May","19","No","Monday","Good",19.26,20.003,83,16.9979,308
"May","20","No","Monday","Good",19.26,20.003,83,0,198
"May","21","No","Monday","Good",19.26,20.003,83,0,177
"May","22","No","Monday","Good",18.32,18.9998,88,6.0032,127
"May","0","No","Tuesday","Fair",18.32,18.9998,88,0,31
"May","2","No","Tuesday","Bad",18.32,18.9998,88,0,8
"May","4","No","Tuesday","Bad",17.38,18.0032,94,16.9979,4
"May","5","No","Tuesday","Bad",16.44,17,94,16.9979,22
"May","6","No","Tuesday","Bad",16.44,17,94,16.9979,49
"May","7","No","Tuesday","Fair",16.44,17,94,16.9979,151
"May","9","No","Tuesday","Fair",17.38,18.0032,88,16.9979,207
"May","10","No","Tuesday","Bad",17.38,18.0032,88,16.9979,104
"May","11","No","Tuesday","Fair",18.32,18.9998,83,27.9993,130
"May","12","No","Tuesday","Bad",18.32,18.9998,83,27.9993,153
"May","15","No","Tuesday","Good",21.14,24.0026,69,30.0026,210
"May","17","No","Tuesday","Good",21.14,24.0026,65,27.9993,604
"May","18","No","Tuesday","Good",20.2,22.9994,69,19.9995,480
"May","19","No","Tuesday","Good",20.2,22.9994,69,16.9979,349
"May","20","No","Tuesday","Good",19.26,20.003,83,27.9993,283
"May","21","No","Tuesday","Good",17.38,18.0032,88,16.9979,174
"May","22","No","Tuesday","Fair",17.38,18.0032,88,19.0012,98
"May","23","No","Tuesday","Fair",17.38,18.0032,88,16.9979,56
"May","2","No","Wednesday","Bad",16.44,17,94,15.0013,6
"May","3","No","Wednesday","Bad",16.44,17,94,19.9995,9
"May","4","No","Wednesday","Bad",16.44,17,94,19.9995,3
"May","6","No","Wednesday","Good",16.44,17,100,8.9981,101
"May","7","No","Wednesday","Good",17.38,18.0032,88,12.998,274
"May","11","No","Wednesday","Fair",17.38,18.0032,94,6.0032,23
"May","12","No","Wednesday","Good",18.32,18.9998,94,19.9995,54
"May","13","No","Wednesday","Fair",18.32,18.9998,83,22.0028,122
"May","14","No","Wednesday","Fair",19.26,20.003,78,19.0012,138
"May","15","No","Wednesday","Good",20.2,22.0028,78,16.9979,167
"May","16","No","Wednesday","Good",20.2,22.9994,73,12.998,294
"May","17","No","Wednesday","Good",20.2,22.9994,69,8.9981,565
"May","19","No","Wednesday","Bad",18.32,18.9998,88,8.9981,331
"May","20","No","Wednesday","Bad",18.32,18.9998,88,8.9981,213
"May","21","No","Wednesday","Good",16.44,17,88,0,85
"May","22","No","Wednesday","Good",16.44,17,83,0,117
"May","23","No","Wednesday","Good",16.44,17,94,6.0032,59
"May","0","No","Thursday","Good",16.44,17,94,7.0015,29
"May","1","No","Thursday","Good",15.5,15.9968,94,0,6
"May","2","No","Thursday","Good",15.5,15.9968,94,0,15
"May","4","No","Thursday","Good",14.56,15.0002,94,0,5
"May","5","No","Thursday","Good",14.56,15.0002,94,0,26
"May","6","No","Thursday","Fair",15.5,15.9968,94,0,103
"May","7","No","Thursday","Fair",15.5,15.9968,100,0,257
"May","9","No","Thursday","Fair",17.38,18.0032,88,6.0032,216
"May","10","No","Thursday","Fair",17.38,18.0032,83,0,130
"May","11","No","Thursday","Bad",17.38,18.0032,88,11.0014,164
"May","12","No","Thursday","Fair",19.26,20.003,78,7.0015,168
"May","13","No","Thursday","Bad",19.26,20.003,64,16.9979,183
"May","14","No","Thursday","Bad",17.38,18.0032,73,12.998,180
"May","15","No","Thursday","Good",18.32,18.9998,78,11.0014,188
"May","16","No","Thursday","Good",19.26,20.003,64,12.998,302
"May","20","No","Thursday","Good",17.38,18.0032,77,19.0012,282
"May","21","No","Thursday","Good",17.38,18.0032,77,19.0012,209
"May","22","No","Thursday","Bad",15.5,15.9968,82,19.9995,79
"May","23","No","Thursday","Good",14.56,15.0002,94,0,72
"May","0","No","Friday","Good",13.62,13.997,94,6.0032,48
"May","1","No","Friday","Good",13.62,13.997,100,0,25
"May","2","No","Friday","Good",12.68,13.0004,100,6.0032,8
"May","4","No","Friday","Good",12.68,13.0004,94,6.0032,5
"May","5","No","Friday","Good",12.68,13.0004,94,7.0015,28
"May","6","No","Friday","Good",13.62,13.997,88,7.0015,117
"May","7","No","Friday","Good",15.5,15.9968,77,11.0014,319
"May","9","No","Friday","Good",17.38,18.0032,68,15.0013,234
"May","10","No","Friday","Good",18.32,18.9998,64,12.998,148
"May","11","No","Friday","Fair",19.26,20.003,60,12.998,196
"May","12","No","Friday","Fair",20.2,24.9992,56,16.9979,255
"May","13","No","Friday","Bad",20.2,24.9992,56,19.0012,232
"May","14","No","Friday","Good",21.14,24.9992,53,15.0013,197
"May","16","No","Friday","Fair",20.2,24.9992,53,11.0014,330
"May","17","No","Friday","Good",21.14,24.9992,53,0,554
"May","18","No","Friday","Good",20.2,24.9992,56,11.0014,473
"May","20","No","Friday","Good",19.26,20.003,64,7.0015,220
"May","22","No","Friday","Good",17.38,18.0032,73,0,152
"May","23","No","Friday","Good",16.44,17,72,11.0014,115
"May","0","No","Saturday","Good",16.44,17,77,7.0015,98
"May","1","No","Saturday","Good",16.44,17,72,0,72
"May","2","No","Saturday","Good",16.44,17,72,7.0015,40
"May","3","No","Saturday","Good",14.56,15.0002,82,7.0015,19
"May","4","No","Saturday","Good",13.62,13.997,88,8.9981,7
"May","5","No","Saturday","Good",13.62,13.997,88,7.0015,5
"May","6","No","Saturday","Good",15.5,15.9968,82,8.9981,28
"May","7","No","Saturday","Good",17.38,18.0032,73,8.9981,43
"May","8","No","Saturday","Good",18.32,18.9998,68,19.0012,126
"May","9","No","Saturday","Good",20.2,24.0026,64,15.0013,225
"May","10","No","Saturday","Good",21.14,24.0026,61,7.0015,323
"May","12","No","Saturday","Good",23.02,24.9992,50,0,493
"May","14","No","Saturday","Good",25.84,26.999,42,0,456
"May","15","No","Saturday","Good",25.84,26.999,45,16.9979,506
"May","16","No","Saturday","Fair",25.84,26.999,39,16.9979,471
"May","17","No","Saturday","Fair",25.84,26.999,42,11.0014,444
"May","19","No","Saturday","Good",23.96,26.0024,47,11.0014,301
"May","20","No","Saturday","Good",21.14,24.0026,61,0,248
"May","21","No","Saturday","Good",21.14,24.0026,61,7.0015,227
"May","22","No","Saturday","Good",20.2,22.9994,69,8.9981,204
"May","23","No","Saturday","Good",19.26,20.003,78,6.0032,145
"May","0","No","Sunday","Good",17.38,18.0032,88,11.0014,131
"May","1","No","Sunday","Good",16.44,17,94,8.9981,98
"May","3","No","Sunday","Good",15.5,15.9968,100,7.0015,33
"May","4","No","Sunday","Good",15.5,15.9968,100,0,12
"May","5","No","Sunday","Good",15.5,15.9968,100,7.0015,6
"May","6","No","Sunday","Good",16.44,17,94,7.0015,18
"May","7","No","Sunday","Good",17.38,18.0032,88,7.0015,40
"May","9","No","Sunday","Good",21.14,24.0026,69,7.0015,189
"May","11","No","Sunday","Good",24.9,26.999,54,12.998,373
"May","13","No","Sunday","Fair",23.02,24.9992,54,15.0013,455
"May","16","No","Sunday","Good",23.96,26.0024,61,8.9981,273
"May","17","No","Sunday","Good",24.9,26.999,58,16.9979,306
"May","18","No","Sunday","Good",23.02,24.9992,61,15.0013,358
"May","19","No","Sunday","Good",23.02,24.9992,61,12.998,300
"May","20","No","Sunday","Good",22.08,24.0026,65,11.0014,231
"May","22","No","Sunday","Good",20.2,20.9996,83,8.9981,121
"May","0","No","Monday","Fair",18.32,18.9998,88,8.9981,41
"May","2","No","Monday","Bad",18.32,18.9998,88,11.0014,5
"May","3","No","Monday","Bad",17.38,18.0032,94,11.0014,4
"May","4","No","Monday","Fair",17.38,18.0032,94,0,4
"May","6","No","Monday","Fair",17.38,18.0032,100,0,96
"May","7","No","Monday","Fair",18.32,18.9998,94,7.0015,236
"May","9","No","Monday","Good",20.2,20.003,88,15.0013,167
"May","10","No","Monday","Good",23.02,24.9992,74,19.9995,121
"May","11","No","Monday","Good",23.96,26.0024,69,26.0027,180
"May","12","No","Monday","Good",23.96,26.0024,69,26.0027,204
"May","13","No","Monday","Fair",26.78,28.9988,58,27.9993,204
"May","14","No","Monday","Fair",25.84,28.9988,62,35.0008,187
"May","16","No","Monday","Fair",25.84,28.9988,62,19.9995,279
"May","19","No","Monday","Good",24.9,28.0022,74,15.0013,358
"May","20","No","Monday","Good",22.08,22.0028,83,15.0013,310
"May","21","No","Monday","Good",22.08,22.0028,89,15.0013,188
"May","22","No","Monday","Good",21.14,20.003,94,15.0013,131
"May","23","No","Monday","Fair",21.14,20.9996,88,12.998,72
"May","0","No","Tuesday","Fair",20.2,18.0032,94,12.998,35
"May","1","No","Tuesday","Fair",20.2,18.0032,94,11.0014,15
"May","2","No","Tuesday","Fair",20.2,18.0032,94,12.998,10
